,name,year,month,uri,rank,listUri,finalWorth,category,otherCompensation,person,visible,personName,country,city,source,industries,countryOfCitizenship,timestamp,version,naturalId,position,imageExists,selfMade,status,gender,lastName,firstName,listDescription,date,wealthList,familyList,thumbnail,squareImage,bioSuppress,csfDisplayFields,suppressOnProfiles,bios,abouts,parentListUri,premiumProfile,age,birthDate,numberOfSiblings,numberOfSiblingsEst,embargo
10,Thailand's 50 Richest,2020,4,prasert-prasarttong-osoth,11,thailand-billionaires,2600.0,Healthcare,0,"{'name': 'Prasert Prasarttong-Osoth', 'uri': 'prasert-prasarttong-osoth', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/60d9ee67db3c9fe8246c2abd/416x416.jpg?background=000000&cropX1=281&cropX2=1361&cropY1=54&cropY2=1135'}",True,Prasert Prasarttong-Osoth,Thailand,Bangkok,hospitals,['Healthcare'],Thailand,1587679196764,27,faris/17/2020/7989,11,True,True,D,M,Prasarttong-Osoth,Prasert,Thailand's 50 Richest,1585782000000,False,False,http://specials-images.forbesimg.com/imageserve/60d9ee67db3c9fe8246c2abd/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/60d9ee67db3c9fe8246c2abd/416x416.jpg?background=000000&cropX1=281&cropX2=1361&cropY1=54&cropY2=1135,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"[""Former surgeon Prasert Prasarttong-Osoth cofounded Bangkok Dusit Medical Services, Thailand's largest private hospital operator, in 1972."", 'Bangkok Dusit has a $370 million luxury healthcare complex in Bangkok that includes a 290-room Movenpick hotel.', 'Prasert also also owns and runs regional airline, Bangkok Airways, which he took public in 2014. ', 'He and daughter Poramaporn resigned after the SEC imposed sanctions against them in January 2019 for allegedly manipulating shares of Bangkok Airways.', 'In a company statement, Prasert said they would prove their innocence through the justice system but subsequently paid a fine.']","['PPTV, his digital TV channel, has the rights to broadcast matches of the English Premier League. ', 'Prasert comes from an old Bangkok family that was engaged in making and selling traditional medicines.']",,False,87.0,-1160352000000.0,,,
11,Thailand's 50 Richest,2020,4,harald-link,12,thailand-billionaires,2300.0,Diversified,0,"{'name': 'Harald Link', 'uri': 'harald-link', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e78c6e2d8e1ae0007b74175/416x416.jpg?background=000000&cropX1=875&cropX2=2263&cropY1=1435&cropY2=2824'}",True,Harald Link,Thailand,Bangkok,diversified,['Diversified'],Thailand,1587679227653,14,faris/17/2020/194919,12,True,False,U,M,Link,Harald,Thailand's 50 Richest,1585782000000,False,False,http://specials-images.forbesimg.com/imageserve/5e78c6e2d8e1ae0007b74175/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5e78c6e2d8e1ae0007b74175/416x416.jpg?background=000000&cropX1=875&cropX2=2263&cropY1=1435&cropY2=2824,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"[""Harald Link is the third-generation head of Thailand's storied B. Grimm Group, with interests in power, real estate, transport and infrastructure."", ""Founded in 1878 as Siam Dispensary, it was acquired by Link's grandfather Adolf Link in 1914."", 'After studying in Switzerland and Germany, where he grew up, Link arrived in Bangkok in 1978 to join his uncle in the family firm. ', 'Chief executive since 1987, Link is grooming daughter Caroline to succeed him. ', ""In 2017, Link listed the group's power unit in what was the first ever IPO of a group company.""]","['Link is an avid polo player.', 'His wife is a titled princess of Liechtenstein. ']",,False,65.0,-472435200000.0,,,
12,Thailand's 50 Richest,2020,4,krit-ratanarak,13,thailand-billionaires,2250.0,Media & Entertainment,0,"{'name': 'Krit Ratanarak', 'uri': 'krit-ratanarak', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/592861b54bbe6f1b730ac92a/416x416.jpg?background=000000&cropX1=71&cropX2=496&cropY1=42&cropY2=467'}",True,Krit Ratanarak,Thailand,Bangkok,"media, real estate",['Media & Entertainment'],Thailand,1586220605098,5,faris/17/2020/4977,13,True,False,D,M,Ratanarak,Krit,Thailand's 50 Richest,1585782000000,False,False,http://specials-images.forbesimg.com/imageserve/592861b54bbe6f1b730ac92a/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/592861b54bbe6f1b730ac92a/416x416.jpg?background=000000&cropX1=71&cropX2=496&cropY1=42&cropY2=467,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"[""Media baron Krit Ratanarak controls Bangkok Broadcasting & TV, which operates Thailand's market leader, Channel 7."", ""He also owns a minority stake in Bank of Ayudhya, the country's fifth largest bank."", 'Other assets include a stake in Siam City Cement, which his late father Chuan founded in 1969.', ""His U.K.-educated son and only child, Chachchon, oversees the Tonson Group and Tonson Property, the family's investment and property arms.""]",['Fellow billionaire Harald Link sits on the board of Siam City Cement.'],,False,73.0,-748051200000.0,5.0,False,
13,Thailand's 50 Richest,2020,4,keeree-kanjanapas,14,thailand-billionaires,1900.0,Real Estate,0,"{'name': 'Keeree Kanjanapas', 'uri': 'keeree-kanjanapas', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/5e780a6d10380d0006fbca70/416x416.jpg?background=000000&cropX1=700&cropX2=2099&cropY1=876&cropY2=2276'}",True,Keeree Kanjanapas,Thailand,Bangkok,transportation,['Real Estate'],Thailand,1586220690386,15,faris/17/2020/13050,14,True,True,D,M,Kanjanapas,Keeree,Thailand's 50 Richest,1585782000000,False,False,http://specials-images.forbesimg.com/imageserve/5e780a6d10380d0006fbca70/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/5e780a6d10380d0006fbca70/416x416.jpg?background=000000&cropX1=700&cropX2=2099&cropY1=876&cropY2=2276,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"[""Scion of a Thai property clan, Keeree Kanjanapas is the founder and chairman of BTS Group Holdings, operator of Bangkok's famous Skytrain.\r\n"", 'His U.K.-educated son, Kavin, has been running BTS since 2015.', 'Making a foray into hotels, BTS acquired Vienna House in 2017 for $350 million, with a string of properties in Europe and Asia.', ""Keeree's interests include media firm VGI  and a joint venture with SET-listed developer Sansiri to build condo towers along mass transit lines. "", 'In 2018, VGI expanded into logistics by acquiring a 23% stake in Kerry Express, a parcel delivery firm.']","['Before plunging into mass transit, Keeree built a sportswear business in Hong Kong, which owned a Puma franchise.']",,False,69.0,-606096000000.0,,,
14,Thailand's 50 Richest,2020,4,santi-bhirombhakdi,15,thailand-billionaires,1860.0,Food and Beverage,0,"{'name': 'Santi Bhirombhakdi & family', 'uri': 'santi-bhirombhakdi', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5ad8deb2a7ea432fbc1f6dde/416x416.jpg?background=000000&cropX1=1781&cropX2=5496&cropY1=0&cropY2=3712'}",True,Santi Bhirombhakdi & family,Thailand,Bangkok,"beer, property",['Food and Beverage'],Thailand,1625703686727,1,faris/17/2020/8470,15,True,False,D,M,Bhirombhakdi,Santi,Thailand's 50 Richest,1585699200000,False,False,http://specials-images.forbesimg.com/imageserve/5ad8deb2a7ea432fbc1f6dde/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5ad8deb2a7ea432fbc1f6dde/416x416.jpg?background=000000&cropX1=1781&cropX2=5496&cropY1=0&cropY2=3712,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"[""Beer baron Santi Bhirombhakdi controls 86-year-old Boon Rawd Brewery, Thailand's oldest brewery and maker of Singha Beer."", 'Boon Rawd has branched out into backing startups through venture capital arm Singha Ventures.', ""The family's property unit, Singha Estate, owns U.K.-based Jupiter Hotels, operator of the Mercure brand, in partnership with FICO Group of the U.K."", 'In 2019, Singha Estate launched Crossroads, an integrated leisure and lifestyle complex in the Maldives.', 'Boon Rawd has a joint venture with Australian logistics firm Linfox to provide road transportation and warehousing services.']","['Boon Rawd was set up by his grandfather in 1933. ', 'Singha beer has a mythical lion on its logo.']",thailand-billionaires,False,73.0,-742003200000.0,,,
15,Thailand's 50 Richest,2020,4,thaksin-shinawatra,16,thailand-billionaires,1850.0,Finance and Investments,0,"{'name': 'Thaksin Shinawatra', 'uri': 'thaksin-shinawatra', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e780e37c7b02d000666e34e/416x416.jpg?background=000000&cropX1=1474&cropX2=3223&cropY1=11&cropY2=1759'}",True,Thaksin Shinawatra,United Arab Emirates,Dubai,investments,['Finance and Investments'],Thailand,1586220674481,5,faris/17/2020/4588,16,True,True,D,M,Shinawatra,Thaksin,Thailand's 50 Richest,1585782000000,False,False,http://specials-images.forbesimg.com/imageserve/5e780e37c7b02d000666e34e/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5e780e37c7b02d000666e34e/416x416.jpg?background=000000&cropX1=1474&cropX2=3223&cropY1=11&cropY2=1759,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Thaksin Shinawatra, the former prime minister of Thailand, has been living in self-imposed exile in Dubai for more than a decade.', 'He owns a controlling stake in property firm SC Asset, among much else. ', ""In 2017, the ruling military junta imposed a retrospective tax on Thaksin's sale of telecom firm Shin Corp's  shares to Singapore's Temasek."", 'His sister Yingluck, also a former prime minister, fled the country in 2017 to escape arrest over a rice subsidy scheme. ', 'In January 2020, Thaksin and Yingluck took part in a consumer electronics show in Las Vegas to promote their new DNA nutrition app.']",,,False,70.0,-644889600000.0,,,
16,Thailand's 50 Richest,2020,4,wichai-thongtang,17,thailand-billionaires,1800.0,Real Estate,0,"{'name': 'Wichai Thongtang', 'uri': 'wichai-thongtang', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/60d9f1892014462fc79cb54d/416x416.jpg?background=000000&cropX1=0&cropX2=844&cropY1=0&cropY2=844'}",True,Wichai Thongtang,Thailand,Bangkok,investments,['Real Estate'],Thailand,1586220701870,13,faris/17/2020/193156,17,True,True,D,M,Thongtang,Wichai,Thailand's 50 Richest,1585782000000,False,False,http://specials-images.forbesimg.com/imageserve/60d9f1892014462fc79cb54d/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/60d9f1892014462fc79cb54d/416x416.jpg?background=000000&cropX1=0&cropX2=844&cropY1=0&cropY2=844,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Lawyer-turned-investor Wichai Thongtang, gets the biggest chunk of his fortune from a minority stake in hospital operator Bangkok Dusit. ', ""Wichai's portfolio includes TWZ, a distributor of mobile phones and peripheral devices and E For L Aim, a dealer of medical equipment and suppliers."", 'He is chairman of listed Royal Orchid Hotel (Thailand).']","['He has represented former prime minister Thaksin Shinawatra.', ""Wichai's loss-ridden cable-TV company was shut down in August 2016.\r\n""]",,False,73.0,-725846400000.0,,,
17,Thailand's 50 Richest,2020,4,somphote-ahunai-1,18,thailand-billionaires,1750.0,Energy,0,"{'name': 'Somphote Ahunai & family', 'uri': 'somphote-ahunai-1', 'imageExists': False, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e865d3910005200067de785/416x416.jpg?background=000000&cropX1=789&cropX2=2420&cropY1=750&cropY2=2381'}",True,Somphote Ahunai & family,Thailand,Bangkok,energy,['Energy'],Thailand,1625687911016,3,faris/17/2020/223700,18,False,True,D,M,Ahunai,Somphote,Thailand's 50 Richest,1585699200000,False,False,http://specials-images.forbesimg.com/imageserve/5e865d3910005200067de785/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5e865d3910005200067de785/416x416.jpg?background=000000&cropX1=789&cropX2=2420&cropY1=750&cropY2=2381,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Former securities trader Somphote Ahunai started renewable energy outfit Energy Absolute in 2006.', 'He took the company public in 2013 and owns a significant stake with family.', 'Energy Absolute has expanded into energy storage with a $3 billion, 50-gigawatt factory project to make lithium-ion batteries.', 'Its subsidiary, Mine Mobility, unveiled its first electric car, a five-seat hatchback, in June 2019.']",,thailand-billionaires,False,52.0,-81648000000.0,,,
18,Thailand's 50 Richest,2020,4,rit-thirakomen,19,thailand-billionaires,1650.0,Food and Beverage,0,"{'name': 'Rit Thirakomen & family', 'uri': 'rit-thirakomen', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5c7257dba7ea4310004353c0/416x416.jpg?background=000000&cropX1=2&cropX2=826&cropY1=9&cropY2=833'}",True,Rit Thirakomen & family,Thailand,Bangkok,restaurants,['Food and Beverage'],Thailand,1625687918510,1,faris/17/2020/195033,19,True,False,D,M,Thirakomen,Rit,Thailand's 50 Richest,1585699200000,False,False,http://specials-images.forbesimg.com/imageserve/5c7257dba7ea4310004353c0/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5c7257dba7ea4310004353c0/416x416.jpg?background=000000&cropX1=2&cropX2=826&cropY1=9&cropY2=833,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"[""Electrical engineer Rit Thirakomen chairs and runs MK Restaurant Group known for its value-for-money 'sukiyaki' restaurants."", 'The restaurant chain was founded by his late mother-in-law as a small Thai eatery in 1962.', 'After co-founding a book publishing business in 1974, he took to the restaurant trade in 1987, expanding into sukiyaki with his wife Yupin. ', 'Today, MK has more than 700 restaurants, including Japanese food chain Yayoi.', 'In November 2019, MK acquired a 65% stake in Laem Charoen Seafood Company, a local Thai chain, for $65 million.  ']","['At MK Restaurants customers cook their own food in a hotpot at their table.', 'In 2018, MK launched takeaway chain Bizzy Box.']",thailand-billionaires,False,68.0,-582854400000.0,,,
19,Thailand's 50 Richest,2020,4,supaluck-umpujh,20,thailand-billionaires,1600.0,Fashion & Retail,0,"{'name': 'Supaluck Umpujh & family', 'uri': 'supaluck-umpujh', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e7829f7d8e1ae0007b73ae5/416x416.jpg?background=000000&cropX1=400&cropX2=2142&cropY1=0&cropY2=1742'}",True,Supaluck Umpujh & family,Thailand,Bangkok,retail,['Fashion & Retail'],Thailand,1625687921828,1,faris/17/2020/196605,20,True,False,D,F,Umpujh,Supaluck,Thailand's 50 Richest,1585699200000,False,False,http://specials-images.forbesimg.com/imageserve/5e7829f7d8e1ae0007b73ae5/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5e7829f7d8e1ae0007b73ae5/416x416.jpg?background=000000&cropX1=400&cropX2=2142&cropY1=0&cropY2=1742,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"["" Supaluck Umpujh chairs and runs The Mall Group, the country's second-largest retail chain, founded by her father Supachai Umpujh."", ""The family's retail empire includes the hugely popular Siam Paragon mall, The Emporium,   EmQuartier and Bluport Huahin."", 'Supaluck gets her wealth from a majority stake in the retail group, which she shares with her family.', 'The Mall Group has a joint venture with AEG, an American sports and entertainment company, to build two stadiums in Bangkok. ', ""Supaluck's niece Ploychompu Umpujh has set up the Escape Bangkok Bar atop EmQuartier. She also has her own fashion brand, Ploychompu Design. ""]","[""Supaluck has a bachelor's degree in pharmacy from Mahidol University, and a master's degree in physical and industrial pharmacy from Purdue University in the U.S."", 'Her father, Supachai Umpujh, built a chain of theatres.']",thailand-billionaires,False,65.0,-471830400000.0,,,
20,Thailand's 50 Richest,2020,4,prayudh-mahagitsiri,21,thailand-billionaires,1550.0,Food and Beverage,0,"{'name': 'Prayudh Mahagitsiri', 'uri': 'prayudh-mahagitsiri', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/59270e39a7ea434078d466b4/416x416.jpg?background=000000&cropX1=21&cropX2=744&cropY1=0&cropY2=724'}",True,Prayudh Mahagitsiri,Thailand,Bangkok,"coffee, shipping",['Food and Beverage'],Thailand,1586220749116,5,faris/17/2020/8439,21,True,False,D,M,Mahagitsiri,Prayudh,Thailand's 50 Richest,1585782000000,False,False,http://specials-images.forbesimg.com/imageserve/59270e39a7ea434078d466b4/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/59270e39a7ea434078d466b4/416x416.jpg?background=000000&cropX1=21&cropX2=744&cropY1=0&cropY2=724,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"[""Thailand's coffee king Prayudh Mahagitsiri's Quality Coffee Products is a long-standing joint venture with Nestlé. \r\n"", ""With a 60% market share, Quality Coffee has been cashing in on the country's rising coffee culture."", 'Prayudh also has interests in steel, copper, shipping, offshore drilling and property development. ', 'His son Chalermchai, a Boston University grad, is CEO of holding outfit PM Group. ', 'Daughter Ausana is the chief operating officer of the PM Group and founder of Coffee Gallery, a chain of cafes.']","[""Prayudh's grandfather emigrated from southern China to Thailand, where he began trading foodstuffs and later imported Japanese-made tuk-tuks."", ""Prayudh sells and markets P80, a food supplement that's made from the Longan fruit.\r\n""]",,False,74.0,-757382400000.0,,,
21,Thailand's 50 Richest,2020,4,chatchai-kaewbootta,22,thailand-billionaires,1200.0,Finance and Investments,0,"{'name': 'Chatchai Kaewbootta', 'uri': 'chatchai-kaewbootta', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/55650247e4b0bacdbd75563b/416x416.jpg?background=000000&cropX1=32&cropX2=744&cropY1=68&cropY2=780'}",True,Chatchai Kaewbootta,Thailand,Bangkok,auto loans,['Finance and Investments'],Thailand,1617670252443,5,faris/17/2020/195154,22,True,True,U,M,Kaewbootta,Chatchai,Thailand's 50 Richest,1585782000000,False,False,http://specials-images.forbesimg.com/imageserve/55650247e4b0bacdbd75563b/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/55650247e4b0bacdbd75563b/416x416.jpg?background=000000&cropX1=32&cropX2=744&cropY1=68&cropY2=780,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"[""Along with family, Chatchai Kaewbootta owns a big stake in Srisawad, one of Thailand's largest providers of loans against motorcycles and cars."", 'Srisawad has 3,500 branches and also provides nano-finance loans of under $2,800. ', 'Son of a tractor distributor, he joined the family trade then went on to become a dealer for Honda motorcycles.\r\n', 'Chatchai started the business in 1984, sold to AIG in 2007, but got back into the same business with a new name in 2009.']","['Srisawad\'s service slogan is ""Mee Baan Mee Rod Ngern Sod Than Jai,"" which translates to ""Your car and/or your home can bring you instant cash.""', 'Chatchai named the company after his mother.']",,False,68.0,-583632000000.0,,,
22,Thailand's 50 Richest,2020,4,william-heinecke,23,thailand-billionaires,1150.0,Real Estate,0,"{'name': 'William Heinecke', 'uri': 'william-heinecke', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/5e780fe0c7b02d000666e373/416x416.jpg?background=000000&cropX1=65&cropX2=861&cropY1=149&cropY2=945'}",True,William Heinecke,Thailand,Bangkok,hotels,['Real Estate'],Thailand,1617670210319,5,faris/17/2020/8418,23,True,True,D,M,Heinecke,William,Thailand's 50 Richest,1585782000000,False,False,http://specials-images.forbesimg.com/imageserve/5e780fe0c7b02d000666e373/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/5e780fe0c7b02d000666e373/416x416.jpg?background=000000&cropX1=65&cropX2=861&cropY1=149&cropY2=945,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['U.S.-born hotelier William Heinecke came to Thailand as a child and started his first business before he turned 18, hence naming his company Minor.', 'A Thai citizen since 1991, his portfolio has 536 hotels and resorts, more than 2,000 restaurants and 480 retail stores, spread across 65 countries.', ""He tripled the size of his hotel portfolio by acquiring Spain's NH Hotels for $2.6 billion in 2018. "", 'Minor also has franchises for such brands as Swensens, Sizzler, Dairy Queen and Burger King. ', ""In 2018, Minor celebrated its golden anniversary. In January 2020, Heinecke gave up the CEO's position to a Minor veteran. ""]","['An auto enthusiast, Heinecke has a collection of 36 cars and motorcycles.', 'In March 2020, he announced the shutdown of his Bangkok hotels in response to the COVID-19 pandemic.']",,False,71.0,-649382400000.0,,,
23,Thailand's 50 Richest,2020,4,anant-asavabhokhin,24,thailand-billionaires,1120.0,Real Estate,0,"{'name': 'Anant Asavabhokhin & family', 'uri': 'anant-asavabhokhin', 'imageExists': False, 'squareImage': '//specials-images.forbesimg.com/imageserve/5ae0e71ca7ea43127982a6f6/416x416.jpg?background=000000&cropX1=909&cropX2=1588&cropY1=17&cropY2=696'}",True,Anant Asavabhokhin & family,Thailand,Bangkok,real estate,['Real Estate'],Thailand,1625687918757,1,faris/17/2020/7539,24,False,True,D,M,Asavabhokhin,Anant,Thailand's 50 Richest,1585699200000,False,False,http://specials-images.forbesimg.com/imageserve/5ae0e71ca7ea43127982a6f6/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5ae0e71ca7ea43127982a6f6/416x416.jpg?background=000000&cropX1=909&cropX2=1588&cropY1=17&cropY2=696,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"[""Property tycoon Anant Asavabhokhin's biggest asset is a significant stake in SET-listed Land And Houses."", 'He founded the company with his mother, Piangjai Harnpanij, in 1983.', 'Land and Houses bought an apartment building in Campbell, California for $119 million in November 2017.', 'In 2017, he resigned from the chairmanship of four of his companies over his alleged role in a financial scandal linked to the Dhammakaya temple.']",,thailand-billionaires,False,69.0,-611971200000.0,,,
24,Thailand's 50 Richest,2020,4,thongma-vijitpongpun-1,25,thailand-billionaires,1100.0,Real Estate,0,"{'name': 'Thongma Vijitpongpun & family', 'uri': 'thongma-vijitpongpun-1', 'imageExists': False, 'squareImage': '//specials-images.forbesimg.com/imageserve/5af9bbb631358e612fb8f011/416x416.jpg?background=000000&cropX1=440&cropX2=1612&cropY1=82&cropY2=1253'}",True,Thongma Vijitpongpun & family,Thailand,Bangkok,real estate,['Real Estate'],Thailand,1625687918556,1,faris/17/2020/212443,25,False,True,D,M,Vijitpongpun,Thongma,Thailand's 50 Richest,1585699200000,False,False,http://specials-images.forbesimg.com/imageserve/5af9bbb631358e612fb8f011/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5af9bbb631358e612fb8f011/416x416.jpg?background=000000&cropX1=440&cropX2=1612&cropY1=82&cropY2=1253,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"[""Civil engineer Thongma Vijitpongpun founded Pruksa in 1993 and built it intoThailand's biggest developer of low-to-middle-income housing."", 'Pruksa, which is known for its affordable prefab townhouses, went public in 2005.', 'In a 2016 restructuring, Thongma delisted Pruksa Real Estate and formed a new holding outfit, Pruksa Holding. ', 'In 2018 Pruksa celebrated its 25th anniversary and moved to a new corporate office in a tower called Pearl Bangkok.']","['As a youngster, he helped his father hawk fish-maw soup.\r\n', 'Thongma enjoys reading books on Buddhist philosophy.']",thailand-billionaires,False,61.0,-393984000000.0,,,
25,Thailand's 50 Richest,2020,4,aloke-lohia,26,thailand-billionaires,1090.0,Manufacturing,0,"{'name': 'Aloke Lohia', 'uri': 'aloke-lohia', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e782b2cd8e1ae0007b73ae9/416x416.jpg?background=000000&cropX1=379&cropX2=3247&cropY1=82&cropY2=2947'}",True,Aloke Lohia,Thailand,Bangkok,petrochemicals,['Manufacturing'],India,1617669982527,5,faris/17/2020/13071,26,True,False,D,M,Lohia,Aloke,Thailand's 50 Richest,1585782000000,False,False,http://specials-images.forbesimg.com/imageserve/5e782b2cd8e1ae0007b73ae9/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5e782b2cd8e1ae0007b73ae9/416x416.jpg?background=000000&cropX1=379&cropX2=3247&cropY1=82&cropY2=2947,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"[""Indian-born plastics tycoon, Aloke Lohia, is the younger brother of Sri Prakash Lohia, one of Indonesia's richest."", ""The Bangkok resident runs $11.4 billion (revenue) Indorama Ventures, the world's largest producer of PET polymer by capacity. "", 'To expand its global footprint, Indorama has been on an acquisition spree with 17 acquisitions since 2014. ', ""Bullish on his country of origin, Lohia has a joint venture with India's Dhunseri Petrochem to make polyester resin in eastern India. "", ""In January 2020, Indorama Ventures completed the $2 billion acquisition of U.S.- based Huntsman Corporation's chemicals business. ""]","['Lohia has lunch with his wife, Suchitra, who works with him, nearly every day. ', 'Indorama Ventures has recycled 50 billion PET beverage bottles since 2011 and aims to recycle 50 billion annually by 2025.']",,False,61.0,-350179200000.0,,,
26,Thailand's 50 Richest,2020,4,isara-vongkusolkit,27,thailand-billionaires,1000.0,Food and Beverage,0,"{'name': 'Isara Vongkusolkit & family', 'uri': 'isara-vongkusolkit', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/59271351a7ea434078d46828/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=56&cropY2=799'}",True,Isara Vongkusolkit & family,Thailand,Bangkok,sugar,['Food and Beverage'],Thailand,1625687918522,1,faris/17/2020/7180,27,True,False,D,M,Vongkusolkit,Isara,Thailand's 50 Richest,1585699200000,False,False,http://specials-images.forbesimg.com/imageserve/59271351a7ea434078d46828/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/59271351a7ea434078d46828/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=56&cropY2=799,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"[""Isara Vongkusolkit is the chairman of Mitr Phol Sugar, Asia's largest sugar producer."", 'The family also owns coal producer, Banpu, which is chaired by brother Chanin.', ""The family's property interests are held through SET-listed Erawan Group, which has 70 hotels under 9 different brands, including Grand Hyatt."", 'His brother Chanin is also chairman of Erawan.']",,thailand-billionaires,False,71.0,-680486400000.0,,,
27,Thailand's 50 Richest,2020,4,somporn-juangroongruangkit,28,thailand-billionaires,980.0,Automotive,0,"{'name': 'Somporn Juangroongruangkit', 'uri': 'somporn-juangroongruangkit', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5ad8ef3231358e4112b830d8/416x416.jpg?background=000000&cropX1=16&cropX2=3744&cropY1=297&cropY2=4028'}",True,Somporn Juangroongruangkit,Thailand,Bangkok,auto parts,['Automotive'],Thailand,1625687925586,1,faris/17/2020/8430,28,True,False,D,F,Juangroongruangkit,Somporn,Thailand's 50 Richest,1585699200000,False,False,http://specials-images.forbesimg.com/imageserve/5ad8ef3231358e4112b830d8/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5ad8ef3231358e4112b830d8/416x416.jpg?background=000000&cropX1=16&cropX2=3744&cropY1=297&cropY2=4028,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"[""Somporn Juangroongruangkit is president of $ 2.6 billion (revenue) Thai Summit Group, one of Thailand's leading auto part makers."", 'Apart from Thailand, the Group has factories in China, India, Indonesia, Japan, Malaysia, USA and Vietnam.', 'Thai Summit is run by her daughter, Chanapun, and son, Sakulthorn.', ""Her older son Thanathorn was Thai Summit's executive vice president until 2018, when he decided to plunge into politics.""]",,thailand-billionaires,False,69.0,-599616000000.0,,,
